iteration,latency (ms),gpu,layer,model_type,model
90,177.3825225830078,3,moe_l3,Encoder-Decoder,DeepSpeed
91,177.40512084960938,3,moe_l3,Encoder-Decoder,DeepSpeed
92,177.6385955810547,3,moe_l3,Encoder-Decoder,DeepSpeed
93,177.3795166015625,3,moe_l3,Encoder-Decoder,DeepSpeed
94,177.40476989746094,3,moe_l3,Encoder-Decoder,DeepSpeed
95,177.13827514648438,3,moe_l3,Encoder-Decoder,DeepSpeed
96,177.42332458496094,3,moe_l3,Encoder-Decoder,DeepSpeed
97,177.6375732421875,3,moe_l3,Encoder-Decoder,DeepSpeed
98,177.51930236816406,3,moe_l3,Encoder-Decoder,DeepSpeed
99,177.54937744140625,3,moe_l3,Encoder-Decoder,DeepSpeed
0,3.4433279037475586,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
1,3.6014719009399414,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
2,3.6230719089508057,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
3,4.927040100097656,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
4,4.268735885620117,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
5,4.294816017150879,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
6,3.5821120738983154,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
7,3.635040044784546,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
8,3.318176031112671,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
9,3.6870079040527344,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
10,3.55785608291626,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
11,3.4596800804138184,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
12,3.62448000907898,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
13,4.032288074493408,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
14,3.4416959285736084,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
15,3.201184034347534,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
16,3.297856092453003,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
17,4.170527935028076,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
18,3.562943935394287,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
19,3.1772799491882324,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
20,3.2798399925231934,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
21,3.172192096710205,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
22,3.381279945373535,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
23,3.1934080123901367,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
24,3.237600088119507,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
25,3.1682240962982178,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
26,3.169503927230835,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
27,3.279392004013061,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
28,3.4738879203796387,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
29,3.225248098373413,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
30,3.380095958709717,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
31,3.291712045669556,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
32,3.594912052154541,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
33,3.377216100692749,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
34,3.3583359718322754,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
35,3.359328031539917,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
36,3.467551946640014,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
37,3.2819840908050537,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
38,4.545440196990967,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
39,3.81004810333252,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
40,3.777695894241333,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
41,3.3674240112304688,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
42,3.525887966156006,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
43,3.25219202041626,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
44,3.5797441005706787,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
45,3.168800115585327,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
46,3.504319906234741,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
47,3.485055923461914,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
48,3.398240089416504,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
49,3.638816118240357,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
50,3.512511968612671,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
51,3.453311920166016,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
52,3.377887964248657,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
53,3.548799991607666,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
54,3.183840036392212,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
55,3.487391948699951,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
56,3.362047910690308,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
57,3.3610880374908447,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
58,3.3559041023254395,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
59,3.191423892974853,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
60,3.4328320026397705,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
61,3.309056043624878,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
62,3.477760076522827,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
63,3.354048013687134,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
64,3.700639963150024,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
65,3.664383888244629,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
66,3.65231990814209,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
67,3.2762560844421387,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
68,3.2747840881347656,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
69,3.221280097961426,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
70,3.1761600971221924,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
71,3.3080320358276367,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
72,4.3818559646606445,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
73,3.1733760833740234,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
74,3.335391998291016,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
75,3.235615968704224,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
76,3.2198400497436523,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
77,3.683135986328125,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
78,3.227423906326294,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
79,3.1625919342041016,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
80,3.3823039531707764,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
81,3.1589760780334477,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
82,3.254080057144165,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
83,3.3154239654541016,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
84,3.2448320388793945,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
85,3.166368007659912,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
86,3.1653759479522705,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
87,3.239520072937012,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
88,3.298111915588379,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
89,3.1864960193634038,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
90,3.1785600185394287,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
91,3.200831890106201,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
92,3.189215898513794,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
93,3.171744108200073,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
94,3.28985595703125,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
95,3.213279962539673,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
96,3.216320037841797,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
97,3.1760640144348145,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
98,3.2786879539489746,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
99,3.9290881156921382,3,moe_l3_decode,Encoder-Decoder,DeepSpeed
0,177.8757781982422,3,moe_l5,Encoder-Decoder,DeepSpeed
1,177.52972412109375,3,moe_l5,Encoder-Decoder,DeepSpeed
2,177.1432342529297,3,moe_l5,Encoder-Decoder,DeepSpeed
3,177.12265014648438,3,moe_l5,Encoder-Decoder,DeepSpeed
4,177.7464599609375,3,moe_l5,Encoder-Decoder,DeepSpeed
5,177.25010681152344,3,moe_l5,Encoder-Decoder,DeepSpeed
6,177.67811584472656,3,moe_l5,Encoder-Decoder,DeepSpeed
7,177.18658447265625,3,moe_l5,Encoder-Decoder,DeepSpeed
8,177.50323486328125,3,moe_l5,Encoder-Decoder,DeepSpeed
9,177.3941192626953,3,moe_l5,Encoder-Decoder,DeepSpeed
10,177.3862762451172,3,moe_l5,Encoder-Decoder,DeepSpeed
11,177.39248657226562,3,moe_l5,Encoder-Decoder,DeepSpeed
12,177.4950408935547,3,moe_l5,Encoder-Decoder,DeepSpeed
13,177.3469696044922,3,moe_l5,Encoder-Decoder,DeepSpeed
14,177.821533203125,3,moe_l5,Encoder-Decoder,DeepSpeed
15,177.76060485839844,3,moe_l5,Encoder-Decoder,DeepSpeed
16,177.5875244140625,3,moe_l5,Encoder-Decoder,DeepSpeed
17,177.13357543945312,3,moe_l5,Encoder-Decoder,DeepSpeed
18,177.5536346435547,3,moe_l5,Encoder-Decoder,DeepSpeed
19,177.42816162109375,3,moe_l5,Encoder-Decoder,DeepSpeed
20,177.2553253173828,3,moe_l5,Encoder-Decoder,DeepSpeed
21,177.70428466796875,3,moe_l5,Encoder-Decoder,DeepSpeed
22,177.43309020996094,3,moe_l5,Encoder-Decoder,DeepSpeed
23,177.34445190429688,3,moe_l5,Encoder-Decoder,DeepSpeed
24,177.50413513183594,3,moe_l5,Encoder-Decoder,DeepSpeed
25,177.79061889648438,3,moe_l5,Encoder-Decoder,DeepSpeed
26,177.44265747070312,3,moe_l5,Encoder-Decoder,DeepSpeed
27,177.11383056640625,3,moe_l5,Encoder-Decoder,DeepSpeed
28,177.39126586914062,3,moe_l5,Encoder-Decoder,DeepSpeed
29,177.54783630371094,3,moe_l5,Encoder-Decoder,DeepSpeed
30,177.40048217773438,3,moe_l5,Encoder-Decoder,DeepSpeed
31,177.55101013183594,3,moe_l5,Encoder-Decoder,DeepSpeed
32,177.443359375,3,moe_l5,Encoder-Decoder,DeepSpeed
33,177.92428588867188,3,moe_l5,Encoder-Decoder,DeepSpeed
34,177.62042236328125,3,moe_l5,Encoder-Decoder,DeepSpeed
35,177.41810607910156,3,moe_l5,Encoder-Decoder,DeepSpeed
36,177.41818237304688,3,moe_l5,Encoder-Decoder,DeepSpeed
37,177.32736206054688,3,moe_l5,Encoder-Decoder,DeepSpeed
38,177.252197265625,3,moe_l5,Encoder-Decoder,DeepSpeed
39,177.2724151611328,3,moe_l5,Encoder-Decoder,DeepSpeed
40,177.89471435546875,3,moe_l5,Encoder-Decoder,DeepSpeed
41,177.32598876953125,3,moe_l5,Encoder-Decoder,DeepSpeed
42,177.6010284423828,3,moe_l5,Encoder-Decoder,DeepSpeed
43,177.91285705566406,3,moe_l5,Encoder-Decoder,DeepSpeed
44,177.4547576904297,3,moe_l5,Encoder-Decoder,DeepSpeed
45,177.2903289794922,3,moe_l5,Encoder-Decoder,DeepSpeed
46,177.76422119140625,3,moe_l5,Encoder-Decoder,DeepSpeed
47,177.4969024658203,3,moe_l5,Encoder-Decoder,DeepSpeed
48,177.67056274414062,3,moe_l5,Encoder-Decoder,DeepSpeed
49,177.70028686523438,3,moe_l5,Encoder-Decoder,DeepSpeed
50,177.42355346679688,3,moe_l5,Encoder-Decoder,DeepSpeed
51,177.63475036621094,3,moe_l5,Encoder-Decoder,DeepSpeed
52,177.48789978027344,3,moe_l5,Encoder-Decoder,DeepSpeed
53,177.28179931640625,3,moe_l5,Encoder-Decoder,DeepSpeed
54,177.77285766601562,3,moe_l5,Encoder-Decoder,DeepSpeed
55,177.5933380126953,3,moe_l5,Encoder-Decoder,DeepSpeed
56,177.3875274658203,3,moe_l5,Encoder-Decoder,DeepSpeed
57,177.24517822265625,3,moe_l5,Encoder-Decoder,DeepSpeed
58,177.39894104003906,3,moe_l5,Encoder-Decoder,DeepSpeed
59,177.12701416015625,3,moe_l5,Encoder-Decoder,DeepSpeed
60,177.6240692138672,3,moe_l5,Encoder-Decoder,DeepSpeed
61,177.2525177001953,3,moe_l5,Encoder-Decoder,DeepSpeed
62,177.6348419189453,3,moe_l5,Encoder-Decoder,DeepSpeed
63,177.4195556640625,3,moe_l5,Encoder-Decoder,DeepSpeed
64,177.15708923339844,3,moe_l5,Encoder-Decoder,DeepSpeed
65,177.3028106689453,3,moe_l5,Encoder-Decoder,DeepSpeed
66,177.48544311523438,3,moe_l5,Encoder-Decoder,DeepSpeed
67,177.42153930664062,3,moe_l5,Encoder-Decoder,DeepSpeed
68,178.22991943359375,3,moe_l5,Encoder-Decoder,DeepSpeed
69,177.48818969726562,3,moe_l5,Encoder-Decoder,DeepSpeed
70,177.34815979003906,3,moe_l5,Encoder-Decoder,DeepSpeed
71,177.30479431152344,3,moe_l5,Encoder-Decoder,DeepSpeed
72,177.48428344726562,3,moe_l5,Encoder-Decoder,DeepSpeed
73,177.29087829589844,3,moe_l5,Encoder-Decoder,DeepSpeed
74,177.65980529785156,3,moe_l5,Encoder-Decoder,DeepSpeed
75,177.05914306640625,3,moe_l5,Encoder-Decoder,DeepSpeed
76,176.93487548828125,3,moe_l5,Encoder-Decoder,DeepSpeed
77,177.30120849609375,3,moe_l5,Encoder-Decoder,DeepSpeed
78,177.5396728515625,3,moe_l5,Encoder-Decoder,DeepSpeed
79,177.67686462402344,3,moe_l5,Encoder-Decoder,DeepSpeed
80,177.3768310546875,3,moe_l5,Encoder-Decoder,DeepSpeed
81,177.02557373046875,3,moe_l5,Encoder-Decoder,DeepSpeed
82,177.33987426757812,3,moe_l5,Encoder-Decoder,DeepSpeed
83,176.97450256347656,3,moe_l5,Encoder-Decoder,DeepSpeed
84,177.50607299804688,3,moe_l5,Encoder-Decoder,DeepSpeed
85,177.42262268066406,3,moe_l5,Encoder-Decoder,DeepSpeed
86,177.8936309814453,3,moe_l5,Encoder-Decoder,DeepSpeed
87,177.11436462402344,3,moe_l5,Encoder-Decoder,DeepSpeed
88,177.5807342529297,3,moe_l5,Encoder-Decoder,DeepSpeed
89,177.51104736328125,3,moe_l5,Encoder-Decoder,DeepSpeed
90,177.5152587890625,3,moe_l5,Encoder-Decoder,DeepSpeed
91,177.42489624023438,3,moe_l5,Encoder-Decoder,DeepSpeed
92,177.55165100097656,3,moe_l5,Encoder-Decoder,DeepSpeed
93,177.5380096435547,3,moe_l5,Encoder-Decoder,DeepSpeed
94,177.51795959472656,3,moe_l5,Encoder-Decoder,DeepSpeed
95,177.4385223388672,3,moe_l5,Encoder-Decoder,DeepSpeed
96,177.5,3,moe_l5,Encoder-Decoder,DeepSpeed
97,177.2821807861328,3,moe_l5,Encoder-Decoder,DeepSpeed
98,177.3158721923828,3,moe_l5,Encoder-Decoder,DeepSpeed
99,177.45741271972656,3,moe_l5,Encoder-Decoder,DeepSpeed
0,4.474656105041504,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
1,3.533888101577759,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
2,3.589888095855713,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
3,4.477856159210205,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
4,4.726528167724609,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
5,3.56115198135376,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
6,3.601984024047852,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
7,3.6131200790405273,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
8,3.6027839183807373,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
9,3.547103881835937,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
10,3.6108479499816895,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
11,3.5596160888671875,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
12,3.5518720149993896,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
13,3.4653759002685547,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
14,3.543776035308838,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
15,3.3564798831939697,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
16,3.267967939376831,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
17,4.2579522132873535,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
18,3.541951894760132,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
19,3.256511926651001,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
20,3.789983987808228,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
21,3.1955199241638184,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
22,3.4659199714660645,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
23,3.214528083801269,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
24,3.1510400772094727,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
25,3.330687999725342,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
26,3.283744096755981,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
27,3.29036808013916,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
28,3.324928045272827,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
29,3.1371519565582275,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
30,3.26528000831604,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
31,3.4256319999694824,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
32,3.614336013793945,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
33,3.290879964828491,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
34,3.3241920471191406,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
35,3.330143928527832,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
36,3.528736114501953,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
37,3.351936101913452,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
38,3.3154239654541016,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
39,3.63974404335022,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
40,3.50598406791687,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
41,3.3613440990448,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
42,4.012864112854004,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
43,3.2490880489349365,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
44,3.557215929031372,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
45,3.8725759983062735,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
46,3.5636799335479736,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
47,3.54041600227356,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
48,3.185983896255493,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
49,3.5917439460754395,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
50,3.5769600868225098,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
51,3.335007905960083,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
52,3.315999984741211,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
53,3.515712022781372,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
54,3.143712043762207,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
55,3.435807943344116,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
56,3.325599908828736,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
57,3.3470399379730225,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
58,3.2591679096221924,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
59,3.266848087310791,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
60,3.552576065063477,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
61,3.511136054992676,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
62,3.5736639499664307,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
63,3.338495969772339,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
64,3.8195199966430655,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
65,3.760416030883789,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
66,3.477760076522827,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
67,3.355776071548462,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
68,3.43670392036438,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
69,3.1516480445861816,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
70,3.223423957824707,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
71,3.4097280502319336,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
72,3.1426239013671875,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
73,3.1652159690856934,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
74,3.3384640216827397,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
75,3.1679680347442627,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
76,3.165503978729248,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
77,3.2969279289245605,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
78,3.2999041080474854,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
79,3.146752119064331,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
80,3.141439914703369,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
81,3.14851188659668,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
82,3.1511359214782715,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
83,3.162240028381348,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
84,4.37824010848999,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
85,3.1700479984283447,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
86,3.151808023452759,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
87,3.1537599563598637,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
88,3.357696056365967,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
89,3.1461760997772217,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
90,3.592288017272949,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
91,3.259615898132324,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
92,3.155071973800659,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
93,3.157919883728028,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
94,3.2157440185546875,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
95,3.1528639793396,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
96,3.2367360591888428,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
97,3.140192031860352,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
98,3.1333119869232178,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
99,5.546080112457275,3,moe_l5_decode,Encoder-Decoder,DeepSpeed
0,178.031494140625,3,moe_l7,Encoder-Decoder,DeepSpeed
1,177.4718475341797,3,moe_l7,Encoder-Decoder,DeepSpeed
2,177.5223388671875,3,moe_l7,Encoder-Decoder,DeepSpeed
3,177.33453369140625,3,moe_l7,Encoder-Decoder,DeepSpeed
4,177.78700256347656,3,moe_l7,Encoder-Decoder,DeepSpeed
5,177.80674743652344,3,moe_l7,Encoder-Decoder,DeepSpeed
6,177.1614990234375,3,moe_l7,Encoder-Decoder,DeepSpeed
7,177.71180725097656,3,moe_l7,Encoder-Decoder,DeepSpeed
8,177.67669677734375,3,moe_l7,Encoder-Decoder,DeepSpeed
9,177.5990447998047,3,moe_l7,Encoder-Decoder,DeepSpeed
10,177.69046020507812,3,moe_l7,Encoder-Decoder,DeepSpeed
11,177.39913940429688,3,moe_l7,Encoder-Decoder,DeepSpeed
12,177.69679260253906,3,moe_l7,Encoder-Decoder,DeepSpeed
13,177.677978515625,3,moe_l7,Encoder-Decoder,DeepSpeed
14,177.72860717773438,3,moe_l7,Encoder-Decoder,DeepSpeed
15,177.43907165527344,3,moe_l7,Encoder-Decoder,DeepSpeed
16,177.3107452392578,3,moe_l7,Encoder-Decoder,DeepSpeed
17,177.62623596191406,3,moe_l7,Encoder-Decoder,DeepSpeed
18,177.43466186523438,3,moe_l7,Encoder-Decoder,DeepSpeed
19,177.35308837890625,3,moe_l7,Encoder-Decoder,DeepSpeed
20,177.37522888183594,3,moe_l7,Encoder-Decoder,DeepSpeed
21,177.4075469970703,3,moe_l7,Encoder-Decoder,DeepSpeed
22,177.39283752441406,3,moe_l7,Encoder-Decoder,DeepSpeed
23,177.268798828125,3,moe_l7,Encoder-Decoder,DeepSpeed
24,177.60797119140625,3,moe_l7,Encoder-Decoder,DeepSpeed
25,177.7903289794922,3,moe_l7,Encoder-Decoder,DeepSpeed
26,177.24496459960938,3,moe_l7,Encoder-Decoder,DeepSpeed
27,177.27296447753906,3,moe_l7,Encoder-Decoder,DeepSpeed
28,177.472412109375,3,moe_l7,Encoder-Decoder,DeepSpeed
29,177.63705444335938,3,moe_l7,Encoder-Decoder,DeepSpeed
30,177.51177978515625,3,moe_l7,Encoder-Decoder,DeepSpeed
31,177.69692993164062,3,moe_l7,Encoder-Decoder,DeepSpeed
32,177.6973114013672,3,moe_l7,Encoder-Decoder,DeepSpeed
33,177.33346557617188,3,moe_l7,Encoder-Decoder,DeepSpeed
34,177.2920379638672,3,moe_l7,Encoder-Decoder,DeepSpeed
35,177.7906494140625,3,moe_l7,Encoder-Decoder,DeepSpeed
36,177.54713439941406,3,moe_l7,Encoder-Decoder,DeepSpeed
37,177.111328125,3,moe_l7,Encoder-Decoder,DeepSpeed
38,177.47975158691406,3,moe_l7,Encoder-Decoder,DeepSpeed
39,177.3916473388672,3,moe_l7,Encoder-Decoder,DeepSpeed
40,177.65362548828125,3,moe_l7,Encoder-Decoder,DeepSpeed
41,177.36752319335938,3,moe_l7,Encoder-Decoder,DeepSpeed
42,177.04783630371094,3,moe_l7,Encoder-Decoder,DeepSpeed
43,177.57997131347656,3,moe_l7,Encoder-Decoder,DeepSpeed
44,177.5200653076172,3,moe_l7,Encoder-Decoder,DeepSpeed
45,177.70236206054688,3,moe_l7,Encoder-Decoder,DeepSpeed
46,177.4198760986328,3,moe_l7,Encoder-Decoder,DeepSpeed
47,177.21775817871094,3,moe_l7,Encoder-Decoder,DeepSpeed
48,178.06991577148438,3,moe_l7,Encoder-Decoder,DeepSpeed
49,177.29881286621094,3,moe_l7,Encoder-Decoder,DeepSpeed
50,177.25331115722656,3,moe_l7,Encoder-Decoder,DeepSpeed
51,177.3941192626953,3,moe_l7,Encoder-Decoder,DeepSpeed
52,177.76585388183594,3,moe_l7,Encoder-Decoder,DeepSpeed
53,177.61839294433594,3,moe_l7,Encoder-Decoder,DeepSpeed
54,177.22767639160156,3,moe_l7,Encoder-Decoder,DeepSpeed
55,177.90121459960938,3,moe_l7,Encoder-Decoder,DeepSpeed
56,177.33853149414062,3,moe_l7,Encoder-Decoder,DeepSpeed
57,177.63023376464844,3,moe_l7,Encoder-Decoder,DeepSpeed
58,177.55276489257812,3,moe_l7,Encoder-Decoder,DeepSpeed
